College,Status,Team,Experience,LastName,FirstName,Number,PlayerId,Position
Colorado,Retired, ,1 Season,"Niziolek, Bob", ,bobniziolek/2522186,
California,Retired, ,2 Seasons,"Thure, Brian", ,brianthure/2503352,
Miami (Fla.),Retired, ,11 Seasons,"Lewis, Damione", ,damionelewis/2504740,
Creighton,Retired, ,1 Season,"Maillard, Ralph", ,ralphmaillard/2520000,
Monmouth (N.J.),Retired, ,1 Season,"Ottaiano, Tom", ,tomottaiano/2530596,
Kentucky,Retired, ,1 Season,"Scaldaferri, Stephen", ,stephenscaldaferri/2506603,
Pittsburgh,Retired, ,6 Seasons,"MacMurdo, Jim", ,jimmacmurdo/2519931,
Minnesota,Retired, ,4 Seasons,"Odson, Urban", ,urbanodson/2522398,
Oklahoma,Retired, ,2 Seasons,"Fazande, Jermaine", ,jermainefazande/2500607,
Louisiana Tech,Retired, ,1 Season,"Cameron, Colby", ,colbycameron/2540244,
Carroll (Wis.),Retired, ,1 Season,"Quinn, Ivan", ,ivanquinn/2523654,
Oklahoma State,Retired, ,1 Season,"Taylor, Roger", ,rogertaylor/2527113,
Illinois,Retired, ,3 Seasons,"Gillen, John", ,johngillen/2514881,
Southern University,Active,Houston Texans,2nd season,"Allen, RaShaun", ,rashaunallen/2550608,TE
Michigan,Retired, ,9 Seasons,"Owens, Mel", ,melowens/2522628,
Eastern Michigan,Retired, ,7 Seasons,"Rice, Ron", ,ronrice/2502643,
Cal Poly-S.L.O.,Retired, ,7 Seasons,"Johnson, Damone", ,damonejohnson/2517601,
Idaho,Retired, ,2 Seasons,"Carey, Richard", ,richardcarey/2511068,
Purdue,Active,Atlanta Falcons,3rd season,"Allen, Ricardo",37,ricardoallen/2543850,FS
Wisconsin,Retired, ,4 Seasons,"Temp, Jim", ,jimtemp/2527149,
Princeton,Retired, ,9 Seasons,"Norman, Dennis", ,dennisnorman/2504623,
Georgia Tech,Unsigned free agent,Tampa Bay Buccaneers,14th season,"Smith, Daryl",51,darylsmith/2506029,OLB
Louisville,Retired, ,1 Season,"Campos, Alan", ,alancampos/2499982,
Colorado State-Pueblo,Retired, ,2 Seasons,"Vaughn, Chase", ,chasevaughn/2550640,
Abilene Christian,Unsigned free agent,Jacksonville Jaguars,4th season,"Richardson, Daryl",38,darylrichardson/2534789,RB
Louisiana Tech,Active,New England Patriots,5th season,"Allen, Ryan",6,ryanallen/2539640,P
Villanova,Retired, ,1 Season,"Andrulewicz, Teddy", ,teddyandrulewicz/2508566,
Wake Forest,Retired, ,1 Season,"Campbell, Glen", ,glencampbell/2510974,
New Mexico,Retired, ,8 Seasons,"Perkins, Don", ,donperkins/2523012,
Furman,Retired, ,6 Seasons,"Gibson, Ernest", ,ernestgibson/2514834,
Georgetown,Retired, ,3 Seasons,"Frank, Joe", ,joefrank/2514350,
Illinois,Active,Green Bay Packers,2nd season,"Allison, Geronimo",81,geronimoallison/2556460,WR
Indiana,Retired, ,8 Seasons,"Filchock, Frank", ,frankfilchock/2514016,
Auburn,Retired, ,7 Seasons,"Agee, Tommie", ,tommieagee/2499365,
Oregon,Active,Miami Dolphins,5th season,"Alonso, Kiko",47,kikoalonso/2539935,MLB
Grambling State,Retired, ,10 Seasons,"Hatcher, Jason", ,jasonhatcher/2495851,
California,Active,Pittsburgh Steelers,8th season,"Alualu, Tyson", ,tysonalualu/496760,DE
Michigan State,Retired, ,4 Seasons,"Klewicki, Ed", ,edklewicki/2518602,
Texas Tech,Active,Tennessee Titans,4th season,"Amaro, Jace",88,jaceamaro/2543481,TE
Clemson,Retired, ,2 Seasons,"Fountain, Maurice", ,mauricefountain/2514289,
Villanova,Retired, ,3 Seasons,"Babinecz, John", ,johnbabinecz/2508795,
Texas Tech,Active,New England Patriots,9th season,"Amendola, Danny",80,dannyamendola/2649,WR
Rice,Retired, ,1 Season,"Eikenberg, Virgil", ,virgileikenberg/2513524,
Southern Methodist,Retired, ,10 Seasons,"Thompson, Ted", ,tedthompson/2527362,
Houston,Retired, ,1 Season,"Watts, Roy", ,roywatts/2531235,
Long Beach State,Retired, ,5 Seasons,"Parks, Billy", ,billyparks/2522777,
North Carolina State,Active,Oakland Raiders,5th season,"Amerson, David",29,davidamerson/2540170,CB
Notre Dame,Retired, ,2 Seasons,"Baujan, Harry", ,harrybaujan/2509186,
No College,Retired, ,1 Season,"Harris, John", ,johnharris/2515956,
Georgia,Retired, ,1 Season,"Cagle, Jim", ,jimcagle/2510896,
Richmond,Retired, ,12 Seasons,"Lenon, Paris", ,parislenon/2503971,
Buffalo,Retired, ,1 Season,"Ailinger, Jim", ,jimailinger/2508270,
Arkansas,Retired, ,10 Seasons,"Reavis, Dave", ,davereavis/2523822,
Arizona,Retired, ,2 Seasons,"DiGiacomo, Curt", ,curtdigiacomo/2512931,
Oregon,Retired, ,11 Seasons,"Lewis, Woodley", ,woodleylewis/2519483,
Central Arkansas,Retired, ,0 Season,"Pittman, Jeremy", ,jeremypittman/2523279,
Indiana State,Retired, ,4 Seasons,"Petrowski, Jamie", ,jamiepetrowski/2506646,
Tennessee,Retired, ,9 Seasons,"Thomas, Dave", ,davethomas/2503299,
Montana State,Retired, ,0 Season,"Gatewood, Rick", ,rickgatewood/2514698,
Virginia,Retired, ,1 Season,"Anderson, Maurice", ,mauriceanderson/2504007,
Kentucky State,Retired, ,1 Season,"Addai, Derick", ,derickaddai/2531075,
Michigan State,Retired, ,1 Season,"Belk, Veno", ,venobelk/2509333,
The Citadel,Retired, ,5 Seasons,"Walker, Byron", ,byronwalker/2528080,
North Carolina State,Retired, ,2 Seasons,"Phillips, Ray", ,rayphillips/2523184,
Delaware,Retired, ,1 Season,"Johnson, Shawn", ,shawnjohnson/2506069,
South Florida,Active,Green Bay Packers,Rookie,"Amichia, Kofi", ,kofiamichia/2558855,C
Alabama,Retired, ,0 Season,"Roach, Freddie", ,freddieroach/2524234,
Coastal Carolina,Retired, ,5 Seasons,"Teal, Quinton", ,quintonteal/2507079,
Penn State,Active,Chicago Bears,3rd season,"Amos, Adrian",38,adrianamos/2552385,FS
Auburn,Retired, ,2 Seasons,"Adams, Darvin", ,darvinadams/2495444,
Northwestern State-Louisiana,Retired, ,1 Season,"Oatis, Victor", ,victoroatis/2522331,
Texas Christian,Retired, ,3 Seasons,"Roach, David", ,davidroach/2303,
USC,Retired, ,5 Seasons,"Taylor, Mike", ,miketaylor/2527106,
USC,Retired, ,2 Seasons,"George, Ray", ,raygeorge/2514766,
Notre Dame,Retired, ,12 Seasons,"Lamonica, Daryle", ,darylelamonica/2519016,
Prairie View A&M,Retired, ,3 Seasons,"Aldridge, Allen", ,allenaldridge/2508300,
South Dakota,Retired, ,0 Season,"Hagemann, Nick", ,nickhagemann/2515568,
Alabama State,Retired, ,7 Seasons,"Baxter, Brad", ,bradbaxter/2499579,
West Chester,Retired, ,2 Seasons,"Kersey, Merritt", ,merrittkersey/2518380,
South Dakota State,Retired, ,1 Season,"Harris, JaRon", ,jaronharris/2507702,
Texas State,Retired, ,2 Seasons,"Dickey, Wallace", ,wallacedickey/2512903,
Arkansas,Retired, ,2 Seasons,"Ireland, Darwin", ,darwinireland/2501300,
Hofstra,Retired, ,11 Seasons,"Schulters, Lance", ,lanceschulters/2502860,
Clemson,Retired, ,2 Seasons,"Leake, John", ,johnleake/2505716,
Hawaii,Retired, ,4 Seasons,"Pilares, Kealoha", ,kealohapilares/2495326,
Nebraska-Omaha,Retired, ,4 Seasons,"Allen, Jerry", ,jerryallen/2508373,
Marshall,Retired, ,1 Season,"Devine, Derek", ,derekdevine/2507138,
Southern Mississippi,Retired, ,2 Seasons,"Eubanks, John", ,johneubanks/2506805,
New Mexico,Retired, ,3 Seasons,"Terrell, Claude", ,claudeterrell/2506471,
Arizona State,Retired, ,2 Seasons,"Scott, Travis", ,travisscott/2505117,
Muhlenberg,Retired, ,1 Season,"Gorgone, Pete", ,petegorgone/2515102,
Virginia Tech,Retired, ,14 Seasons,"Dale, Carroll", ,carrolldale/2512405,
Arizona State,Retired, ,4 Seasons,"Padjen, Gary", ,garypadjen/2522652,
Florida,Retired, ,13 Seasons,"James, John", ,johnjames/2517375,
Florida State,Retired, ,1 Season,"Mankins, Jim", ,jimmankins/2520066,
Minnesota,Retired, ,2 Seasons,"Alfonse, Julie", ,juliealfonse/2508337,
Tennessee,Retired, ,7 Seasons,"Feathers, Beattie", ,beattiefeathers/2513894,
Washington State,Retired, ,2 Seasons,"Bailey, Byron", ,byronbailey/2508828,
Colorado,Retired, ,3 Seasons,"Harris, Billy", ,billyharris/2515995,
Massachusetts,Retired, ,1 Season,"Pena, Bubba", ,bubbapena/2522969,
Arizona,Retired, ,3 Seasons,"Reed, D'Aundre", ,d'aundrereed/2495330,
East Carolina,Active,New York Giants,Rookie,"Amos, DaShaun", ,dashaunamos/2559298,DB
Wake Forest,Retired, ,1 Season,"Okoro, Kenny", ,kennyokoro/2542015,
Nebraska,Active,Chicago Bears,7th season,"Amukamara, Prince", ,princeamukamara/2495108,DB
Notre Dame,Retired, ,1 Season,"Fitzpatrick, D.J.", ,d.j.fitzpatrick/2506828,
California,Active,Denver Broncos,5th season,"Anderson, C.J.",22,c.j.anderson/2540269,RB
San Francisco State,Retired, ,1 Season,"Endress, Al", ,alendress/2513638,
Cincinnati,Retired, ,10 Seasons,"Lee, Jacky", ,jackylee/2519277,
Virginia,Retired, ,4 Seasons,"Choma, John", ,johnchoma/2511449,
James Madison,Retired, ,13 Seasons,"Haley, Charles", ,charleshaley/2500963,
Central Florida,Retired, ,6 Seasons,"Gaines, Michael", ,michaelgaines/2505910,
Montana,Active,Buffalo Bills,8th season,"Anderson, Colt",33,coltanderson/2507597,DB
Stephen F. Austin St.,Retired, ,1 Season,"Pate, Wes", ,wespate/2505201,
Oregon State,Active,Carolina Panthers,13th season,"Anderson, Derek",3,derekanderson/2506546,QB
Utah,Active,Houston Texans,2nd season,"Anderson, Dres", ,dresanderson/2552413,WR
Appalachian State,Retired, ,1 Season,"Dandridge, Gary", ,garydandridge/2500279,
Oklahoma,Retired, ,1 Season,"Reilly, Mike", ,mikereilly/2523941,
Troy,Retired, ,1 Season,"Gilliard, Darnell", ,darnellgilliard/2500807,
Michigan State,Retired, ,3 Seasons,"Peko, Tupe", ,tupepeko/2504607,
Stanford,Active,Indianapolis Colts,3rd season,"Anderson, Henry",96,henryanderson/2552272,DE
Penn State,Retired, ,2 Seasons,"Daniels, David", ,daviddaniels/2500283,
Pittsburgh,Retired, ,10 Seasons,"Maas, Bill", ,billmaas/2501829,
Texas Christian,Active,Chicago Bears,3rd season,"Anderson, Jonathan", ,jonathananderson/2553488,OLB
West Texas A&M,Retired, ,2 Seasons,"Larrimore, Kareem", ,kareemlarrimore/2504244,
Michigan,Retired, ,12 Seasons,"Jansen, Jon", ,jonjansen/2501362,
Marshall,Retired, ,5 Seasons,"Beckett, Rogers", ,rogersbeckett/2504306,
Michigan,Retired, ,6 Seasons,"Lilja, George", ,georgelilja/2519506,
Boston College,Retired, ,1 Season,"Harrison, Ed", ,edharrison/2516001,
Houston,Retired, ,3 Seasons,"Hannah, Rodney", ,rodneyhannah/2507279,
Pittsburgh,Retired, ,1 Season,"Lee, Greg", ,greglee/2506733,
Temple,Active,New York Jets,2nd season,"Anderson, Robby",11,robbyanderson/2556462,WR
No College,Retired, ,3 Seasons,"Wegert, Ted", ,tedwegert/2528455,
San Jose State,Retired, ,5 Seasons,"Faumuina, Wilson", ,wilsonfaumuina/2513873,
Washington,Retired, ,2 Seasons,"Lee, Ken", ,kenlee/2519283,
Alabama,Active,Washington Redskins,Rookie,"Anderson, Ryan", ,ryananderson/2557853,OLB
California,Active,Houston Texans,2nd season,"Anderson, Stephen",89,stephenanderson/2556463,TE
Nebraska,Active,Denver Broncos,2nd season,"Anderson, Zaire",50,zaireanderson/2553489,ILB
Indiana,Retired, ,1 Season,"Amstutz, Joe", ,joeamstutz/2508446,
Kentucky,Retired, ,1 Season,"Fowler, Dan", ,danfowler/2514298,
North Carolina Central,Retired, ,5 Seasons,"Barnes, Ernie", ,erniebarnes/2509016,
Wyoming,Retired, ,5 Seasons,"Lamson, Chuck", ,chucklamson/2519017,
Michigan State,Retired, ,10 Seasons,"O'Brien, Fran", ,frano'brien/2522349,
West Virginia,Retired, ,7 Seasons,"Reynaud, Darius", ,dariusreynaud/784,
Northwestern,Retired, ,1 Season,"Aschenbrenner, Frank", ,frankaschenbrenner/2508685,
Notre Dame,Retired, ,3 Seasons,"O'Connor, Bill", ,billo'connor/2522377,
Iowa State,Retired, ,1 Season,"Young, Randy", ,randyyoung/2529568,
Mississippi,Retired, ,3 Seasons,"Perry, Leon", ,leonperry/2523051,
Penn State,Retired, ,9 Seasons,"Barber, Stew", ,stewbarber/2508985,
Providence,Retired, ,1 Season,"DaGata, Fred", ,freddagata/2512392,
South Florida,Retired, ,0 Season,"Watson, Theodric", ,theodricwatson/2528369,
Texas A&M,Retired, ,6 Seasons,"Maxwell, Tommy", ,tommymaxwell/2520408,
Oregon,Retired, ,12 Seasons,"Newman, Anthony", ,anthonynewman/2502285,
Georgia,Active,New England Patriots,3rd season,"Andrews, David",60,davidandrews/2553632,C
Oregon State,Active,Philadelphia Eagles,3rd season,"Andrews, Josh",68,joshandrews/2550277,G
Auburn,Retired, ,4 Seasons,"Nugent, Dan", ,dannugent/2522298,
Notre Dame,Retired, ,10 Seasons,"Faine, Jeff", ,jefffaine/2505657,
Tennessee,Retired, ,6 Seasons,"Wade, Jonathan", ,jonathanwade/2495769,
No College,Retired, ,1 Season,"Killiher, Lyons", ,lyonskilliher/2518436,
Washington-St. Louis,Retired, ,1 Season,"Scheib, Skippy", ,skippyscheib/2525016,
Kalamazoo,Retired, ,1 Season,"Casteel, Mike", ,mikecasteel/2511267,
Pittsburgh,Retired, ,8 Seasons,"Paluck, John", ,johnpaluck/2522692,
East Carolina,Retired, ,1 Season,"Allen, Sean", ,seanallen/2507991,
Wabash,Retired, ,2 Seasons,"Caldwell, Knute", ,knutecaldwell/2510920,
Maryland,Retired, ,9 Seasons,"Nolan, Dick", ,dicknolan/2522212,
California,Active,Tampa Bay Buccaneers,6th season,"Anger, Bryan",9,bryananger/2533000,P
Western Illinois,Retired, ,0 Season,"Archer, Phil", ,philarcher/2508607,
UCLA,Active,Houston Texans,Rookie,"Ankou, Eli", ,eliankou/2559132,DT
South Carolina,Retired, ,1 Season,"Hampton, Victor", ,victorhampton/2550836,
Tennessee,Retired, ,3 Seasons,"Martin, Tee", ,teemartin/2504246,
Princeton,Retired, ,2 Seasons,"MacPhee, Waddy", ,waddymacphee/2519935,
Missouri,Retired, ,1 Season,"Franklin, James", ,jamesfranklin/2550200,
Cincinnati,Active,Buffalo Bills,3rd season,"Annen, Blake",86,blakeannen/2550278,TE
USC,Retired, ,12 Seasons,"Foster, Roy", ,royfoster/2500690,
USC,Retired, ,4 Seasons,"Jackson, John", ,johnjackson/2501327,
Creighton,Retired, ,1 Season,"Cemore, Tony", ,tonycemore/2511306,
Tennessee,Retired, ,8 Seasons,"Beard, Ed", ,edbeard/2509236,
Brigham Young,Active,Detroit Lions,5th season,"Ansah, Ezekiel",94,ezekielansah/2539931,DE
Texas Christian,Retired, ,9 Seasons,"Schobel, Aaron", ,aaronschobel/2504718,
Baylor,Retired, ,11 Seasons,"Mack, Cedric", ,cedricmack/2501832,
Oregon State,Retired, ,7 Seasons,"Nairne, Rob", ,robnairne/2521941,
UCLA,Retired, ,13 Seasons,"Patton, Marvcus", ,marvcuspatton/2502424,
Rice,Retired, ,4 Seasons,"Weatherly, Bones", ,bonesweatherly/2528392,
Texas Tech,Retired, ,6 Seasons,"Rankin, Walt", ,waltrankin/2523745,
Grove City,Retired, ,5 Seasons,"Gibson, Butch", ,butchgibson/2514832,
North Texas,Retired, ,1 Season,"Bahnsen, Ken", ,kenbahnsen/2508825,
No College,Retired, ,1 Season,"Reagen, Ed", ,edreagen/2523812,
Long Beach State,Retired, ,1 Season,"Fassel, Jim", ,jimfassel/2513863,
Baylor,Retired, ,4 Seasons,"Jerman, Greg", ,gregjerman/2504887,
Georgia,Retired, ,1 Season,"Johnson, Kelin", ,kelinjohnson/4255,
Clemson,Active,New Orleans Saints,3rd season,"Anthony, Stephone",50,stephoneanthony/2552321,OLB
Miami (Fla.),Retired, ,1 Season,"Shakespeare, Stanley", ,stanleyshakespeare/2525365,
Florida,Active,New Orleans Saints,Rookie,"Anzalone, Alex", ,alexanzalone/2558163,LB
Dayton,Retired, ,4 Seasons,"Mahrt, Al", ,almahrt/2519993,
Pittsburgh,Retired, ,4 Seasons,"Nix, Lucas", ,lucasnix/2535834,
Purdue,Retired, ,2 Seasons,"Papach, George", ,georgepapach/2522708,
Ohio State,Active,New York Giants,2nd season,"Apple, Eli",24,eliapple/2555277,CB
Colorado State,Retired, ,1 Season,"Martinez, Adrian", ,adrianmartinez/2507970,
West Georgia,Active,Carolina Panthers,Rookie,"Armah, Alex", ,alexarmah/2558833,FB
Miami (Fla.),Active,Detroit Lions,3rd season,"Armbrister, Thurston",50,thurstonarmbrister/2553633,OLB
Arizona State,Retired, ,7 Seasons,"Bates, Mario", ,mariobates/2499570,
Arizona State,Retired, ,13 Seasons,"Taylor, Charley", ,charleytaylor/2527068,
Southern University,Retired, ,8 Seasons,"Perry, Gerald", ,geraldperry/2502448,
Alabama,Retired, ,11 Seasons,"Thomas, Derrick", ,derrickthomas/2503300,
Eastern Illinois,Retired, ,2 Seasons,"Banks, Roy", ,roybanks/2508963,
Wyoming,Retired, ,2 Seasons,"Ogrin, Pat", ,patogrin/2522414,
Oregon,Active,San Francisco 49ers,3rd season,"Armstead, Arik",91,arikarmstead/2552493,DE
Southern Mississippi,Retired, ,4 Seasons,"Vetrano, Joe", ,joevetrano/2527955,
Eastern Michigan,Retired, ,2 Seasons,"Opalewski, Ed", ,edopalewski/2522522,
East Carolina,Retired, ,12 Seasons,"Garrard, David", ,davidgarrard/2505101,
Auburn,Retired, ,2 Seasons,"Wallace, Cooper", ,cooperwallace/2506693,
Western Illinois,Retired, ,2 Seasons,"Carpenter, Steve", ,stevecarpenter/2511114,
Arkansas-Pine Bluff,Active,New Orleans Saints,5th season,"Armstead, Terron",72,terronarmstead/2540228,T
Arizona,Retired, ,6 Seasons,"Thompson, Bobby", ,bobbythompson/2527357,
Miami (Fla.),Active,San Francisco 49ers,5th season,"Armstrong, Ray-Ray",54,ray-rayarmstrong/2541792,OLB
Nebraska,Active,Minnesota Vikings,Rookie,"Armstrong, Tommy", ,tommyarmstrong/2559382,DB
Baylor,Retired, ,3 Seasons,"Bell, Josh", ,joshbell/2507422,
Indiana,Unsigned free agent,Chicago Bears,10th season,"Porter, Tracy",21,tracyporter/2507471,CB
California,Retired, ,0 Season,"O'Keith, Marcus", ,marcuso'keith/2522424,
Kentucky,Retired, ,1 Season,"Lindahl, Joe", ,joelindahl/2519519,
Fresno State,Retired, ,1 Season,"Franklin, Jethro", ,jethrofranklin/2514368,
Wis.-Platteville,Active,New Orleans Saints,Rookie,"Arnold, Dan", ,danarnold/2559385,WR
Notre Dame,Retired, ,2 Seasons,"Wallace, John", ,johnwallace/2528144,
Auburn,Active,Carolina Panthers,3rd season,"Artis-Payne, Cameron",34,cameronartis-payne/2552375,RB
Texas-El Paso,Retired, ,12 Seasons,"West, Charlie", ,charliewest/2528554,
Maine,Retired, ,4 Seasons,"Pickering, Clay", ,claypickering/2523212,
Western Michigan,Active,Dallas Cowboys,1st season,"Ash, Richard",76,richardash/2553862,NT
Maryland,Retired, ,1 Season,"Goode, Jason", ,jasongoode/2507501,
Utah,Retired, ,7 Seasons,"Gehrke, Fred", ,fredgehrke/2514741,
Connecticut,Retired, ,1 Season,"Radzevich, Vic", ,vicradzevich/2523686,
Brigham Young,Retired, ,1 Season,"Johnson, Dustin", ,dustinjohnson/2501420,
Johnson C. Smith,Retired, ,1 Season,"Davis, Kelvin", ,kelvindavis/2512586,
Nebraska,Retired, ,4 Seasons,"Francis, Sam", ,samfrancis/2514330,
Morgan State,Retired, ,5 Seasons,"Hammond, Bobby", ,bobbyhammond/2515716,
Brigham Young,Retired, ,1 Season,"Olsen, Orrin", ,orrinolsen/2522470,
Wisconsin,Retired, ,4 Seasons,"Verstegen, Mike", ,mikeverstegen/2503466,
Kansas,Retired, ,1 Season,"Schick, Doyle", ,doyleschick/2525026,
Northern Illinois,Retired, ,11 Seasons,"Diem, Ryan", ,ryandiem/2504653,
Pittsburgh,Retired, ,2 Seasons,"Thomas, Lynn", ,lynnthomas/2527285,
North Carolina,Retired, ,14 Seasons,"Saturday, Jeff", ,jeffsaturday/2502838,
Central Florida,Retired, ,2 Seasons,"Rashad, Sha'reff", ,sha'reffrashad/2507658,
Sam Houston State,Retired, ,8 Seasons,"Harris, Odie", ,odieharris/2501050,
Miami (Fla.),Retired, ,2 Seasons,"Bass, Robert", ,robertbass/2499566,
Mississippi,Retired, ,2 Seasons,"Reynolds, Bill", ,billreynolds/2524017,
Nebraska,Retired, ,1 Season,"Behning, Mark", ,markbehning/2509310,
Cornell,Retired, ,1 Season,"Talton, Ken", ,kentalton/2527004,
Utah,Active,Miami Dolphins,Rookie,"Asiata, Isaac", ,isaacasiata/2557998,OG
New Mexico Highlands,Retired, ,10 Seasons,"Edwards, Anthony", ,anthonyedwards/2500510,
Stanford,Retired, ,3 Seasons,"Oshinowo, Baba", ,babaoshinowo/2506954,
Miami (Fla.),Retired, ,7 Seasons,"Atkins, Baraka", ,barakaatkins/2495537,
Georgia,Retired, ,1 Season,"Owens, Jeff", ,jeffowens/496839,
Troy,Unsigned free agent,San Francisco 49ers,4th season,"Harris, DuJuan", ,dujuanharris/2530690,RB
Portland State,Retired, ,2 Seasons,"Oberg, Tom", ,tomoberg/2522340,
Grambling State,Retired, ,2 Seasons,"Parker, Kerry", ,kerryparker/2522748,
Mississippi,Retired, ,7 Seasons,"Palmer, Ashlee", ,ashleepalmer/89774,
Oklahoma State,Unsigned free agent,Houston Texans,14th season,"Smith, Antonio",94,antoniosmith/2505988,DE
Utah,Active,Detroit Lions,6th season,"Asiata, Matt", ,mattasiata/2495258,RB
Rutgers,Retired, ,6 Seasons,"Westerman, Jamaal", ,jamaalwesterman/2507638,
Georgia,Active,Cincinnati Bengals,8th season,"Atkins, Geno",97,genoatkins/496762,DT
Washington,Retired, ,2 Seasons,"Ware, Kevin", ,kevinware/2505317,
Alabama,Retired, ,4 Seasons,"Perrin, Benny", ,bennyperrin/2523039,
North Carolina State,Retired, ,1 Season,"Leach, Bill", ,billleach/2519212,
Cal Poly-S.L.O.,Retired, ,6 Seasons,"Thomas, Chris", ,christhomas/2503295,
Cincinnati,Retired, ,1 Season,"Enzor, Jamar", ,jamarenzor/2506138,
Fresno State,Retired, ,6 Seasons,"Ajirotutu, Seyi", ,seyiajirotutu/497260,
Carson-Newman,Retired, ,2 Seasons,"George, Tim", ,timgeorge/2514768,
Notre Dame,Active,Cleveland Browns,2nd season,"Atkinson, George",25,georgeatkinson/2550540,RB
Washington,Retired, ,1 Season,"Markov, Vic", ,vicmarkov/2520164,
Iowa State,Retired, ,1 Season,"Jasper, Vince", ,vincejasper/2517436,
,Retired, ,,"Pepper, null", ,pepper/2522995,
Georgia Tech,Active,Los Angeles Chargers,4th season,"Attaochu, Jeremiah",97,jeremiahattaochu/2543717,OLB
Laval University,Active,Tampa Bay Buccaneers,Rookie,"Auclair, Antony", ,antonyauclair/2559044,TE
Furman,Retired, ,3 Seasons,"Wham, Tom", ,tomwham/2528600,
Penn State,Retired, ,15 Seasons,"Engram, Bobby", ,bobbyengram/2500556,
Holy Cross,Retired, ,1 Season,"Digris, Bernie", ,berniedigris/2512932,
Penn State,Retired, ,2 Seasons,"Pittman, Charlie", ,charliepittman/2523276,
Ball State,Retired, ,1 Season,"Todd, Jim", ,jimtodd/2527486,
Baylor,Retired, ,1 Season,"Frank, Malcolm", ,malcolmfrank/2514345,
Holy Cross,Retired, ,6 Seasons,"Adams, Bill", ,billadams/2508229,
Missouri,Active,New England Patriots,Rookie,"Augusta, Josh",72,joshaugusta/2558908,DT
Illinois,Retired, ,10 Seasons,"Dennis, Mark", ,markdennis/2500368,
Minnesota,Retired, ,3 Seasons,"Garnaas, Bill", ,billgarnaas/2514632,
